V0000330143	それはとってもいい話だ。	それ	それはとってもいい 話[はなし]だ。	
V0000332829	私は前者の方が優れていると思います。	前者	私[わたし]は 前者[ぜんしゃ]の 方[ほう]が 優[すぐ]れていると 思[おも]います。	
V0000332830	彼は結局何を言いたかったのだろう。	結局	彼[かれ]は 結局[けっきょく] 何[なに]を 言[い]いたかったのだろう。	
V0000332831	妹夫婦は新婚です。	新婚	妹夫婦[いもうとふうふ]は 新婚[しんこん]です。	
V0000332832	二人は婚約しています。	婚約	二人[ふたり]は 婚約[こんやく]しています。	
V0000332833	彼は課長に昇進しました。	課長	彼[かれ]は 課長[かちょう]に 昇進[しょうしん]しました。	
V0000332834	この薬はあまりよく効かないよ。	効く	この 薬[くすり]はあまりよく 効[き]かないよ。	
V0000332835	その薬は効力が強いよ。	効力	その 薬[くすり]は 効力[こうりょく]が 強[つよ]いよ。	
V0000332836	従業員は明日からストライキです。	ストライキ	従業員[じゅうぎょういん]は 明日[あす]からストライキです。	
V0000332837	この薬の効き目は素晴らしいの。	効き目	この 薬[くすり]の 効[き]き 目[め]は 素晴[すば]らしいの。	
V0000332838	このドアは自動よ。	自動	このドアは 自動[じどう]よ。	
V0000332839	自国の文化を大切にしましょう。	自国	自国[じこく]の 文化[ぶんか]を 大切[たいせつ]にしましょう。	
V0000332840	ごみは各自で持ち帰ってください。	各自	ごみは 各自[かくじ]で 持[も]ち 帰[かえ]ってください。	
V0000332841	硬くならないで、自然に話して下さい。	自然に	硬[かた]くならないで、 自然[しぜん]に 話[はな]して 下[くだ]さい。	
V0000332842	メールを経由して広がるウィルスもあります。	経由	メールを 経由[けいゆ]して 広[ひろ]がるウィルスもあります。	
V0000332843	あの人の顔には自信があふれているね。	自信	あの 人[ひと]の 顔[かお]には 自信[じしん]があふれているね。	
V0000332844	これはあんまり好きじゃないな。	あんまり	これはあんまり 好[す]きじゃないな。	
V0000332845	彼の言うことは信用できない。	信用	彼[かれ]の 言[い]うことは 信用[しんよう]できない。	
V0000332846	私は部下を信頼しています。	信頼	私[わたし]は 部下[ぶか]を 信頼[しんらい]しています。	
V0000332847	彼に協力を依頼しました。	依頼	彼[かれ]に 協力[きょうりょく]を 依頼[いらい]しました。	
V0000332848	彼は人民のための政治を行った。	人民	彼[かれ]は 人民[じんみん]のための 政治[せいじ]を 行[おこな]った。	
V0000332849	国民の安全が最も大切です。	国民	国民[こくみん]の 安全[あんぜん]が 最[もっと]も 大切[たいせつ]です。	
P0000146974	産業はインドの主要産業よね。	主要	
P0000146974	産業[あいてぃー さんぎょう]はインドの 主要[しゅよう] 産業[さんぎょう]よね。	
V0000332850	この商品は主に女性に人気がありまして。	主に	この 商品[しょうひん]は 主[おも]に 女性[じょせい]に 人気[にんき]がありまして。	
V0000332851	彼は学校の劇で主役に選ばれたよ。	主役	彼[かれ]は 学校[がっこう]の 劇[げき]で 主役[しゅやく]に 選[えら]ばれたよ。	
V0000332852	あまりうるさく言わないで下さい。	うるさい	あまりうるさく 言[い]わないで 下[くだ]さい。	
V0000332853	政治は国民主体であるべきです。	主体	政治[せいじ]は 国民[こくみん] 主体[しゅたい]であるべきです。	
V0000332854	この小説の主題は反戦です。	主題	この 小説[しょうせつ]の 主題[しゅだい]は 反戦[はんせん]です。	
V0000332855	その選手は自主トレーニングを始めたの。	自主	その 選手[せんしゅ]は 自主[じしゅ]トレーニングを 始[はじ]めたの。	
V0000332856	アジアの主食は米です。	主食	アジアの 主食[しゅしょく]は 米[こめ]です。	
V0000332857	彼女の主な仕事は接客だよ。	主	彼女[かのじょ]の 主[おも]な 仕事[しごと]は 接客[せっきゃく]だよ。	
V0000332858	私は車は持たない主義です。	主義	私[わたし]は 車[くるま]は 持[も]たない 主義[しゅぎ]です。	
V0000332859	その国は共産主義の国だよ。	共産主義	その 国[くに]は 共産主義[きょうさんしゅぎ]の 国[くに]だよ。	
V0000332860	このカーブは気をつけて。	カーブ	このカーブは 気[き]をつけて。	
V0000332861	彼は義理を大切にしています。	義理	彼[かれ]は 義理[ぎり]を 大切[たいせつ]にしています。	
V0000332862	議会で区の来年の予定が話し合われたんだ。	議会	議会[ぎかい]で 区[く]の 来年[らいねん]の 予定[よてい]が 話[はな]し 合[あ]われたんだ。	
V0000332863	委員会はその問題について協議しましたわ。	協議	委員会[いいんかい]はその 問題[もんだい]について 協議[きょうぎ]しましたわ。	
V0000332864	議長が開会の挨拶をしました。	議長	議長[ぎちょう]が 開会[かいかい]の 挨拶[あいさつ]をしました。	
V0000332865	今日の議題は面白そうです。	議題	今日[きょう]の 議題[ぎだい]は 面白[おもしろ]そうです。	
V0000332866	父は議論好きです。	議論	父[ちち]は 議論[ぎろん] 好[ず]きです。	
V0000332867	今日の話し合いでは結論が出なかった。	結論	今日[きょう]の 話[はな]し 合[あ]いでは 結論[けつろん]が 出[で]なかった。	
V0000332868	ガイドつきの旅行を申し込んだの。	ガイド	ガイドつきの 旅行[りょこう]を 申[もう]し 込[こ]んだの。	
V0000332869	言論の自由は国民の権利です。	言論	言論[げんろん]の 自由[じゆう]は 国民[こくみん]の 権利[けんり]です。	
V0000332870	世論はあなたの味方です。	世論	世論[せろん]はあなたの 味方[みかた]です。	
V0000332871	彼は校則に違反しました。	違反	彼[かれ]は 校則[こうそく]に 違反[いはん]しました。	
V0000332872	私は彼の要望に応じました。	応じる	私[わたし]は 彼[かれ]の 要望[ようぼう]に 応[おう]じました。	
V0000332873	このレシピはいろいろ応用できます。	応用	このレシピはいろいろ 応用[おうよう]できます。	
V0000332874	彼にも一応知らせておいたほうがいいだろう。	一応	彼[かれ]にも 一応[いちおう] 知[し]らせておいたほうがいいだろう。	
V0000332875	アンケートに回答しました。	回答	アンケートに 回答[かいとう]しました。	
V0000332876	田んぼの中でかえるが合唱している。	かえる	田[た]んぼの 中[なか]でかえるが 合唱[がっしょう]している。	
V0000332877	インターネットで試験の解答を確認したんだ。	解答	インターネットで 試験[しけん]の 解答[かいとう]を 確認[かくにん]したんだ。	
V0000332878	あの二人はそっくりで区別できない。	区別	あの 二人[ふたり]はそっくりで 区別[くべつ]できない。	
V0000332879	彼は差別をなくす運動をしています。	差別	彼[かれ]は 差別[さべつ]をなくす 運動[うんどう]をしています。	
V0000332880	出席者を性別で分けてください。	性別	出席者[しゅっせきしゃ]を 性別[せいべつ]で 分[わ]けてください。	
V0000332881	一般に老人は早起きです。	一般に	一般[いっぱん]に 老人[ろうじん]は 早起[はやお]きです。	
V0000332882	経済的な効果は計り知れません。	経済的	経済的[けいざいてき]な 効果[こうか]は 計[はか]り 知[し]れません。	
V0000332883	学生たちは自主的に勉強会を開いたわよ。	自主的	学生[がくせい]たちは 自主的[じしゅてき]に 勉強会[べんきょうかい]を 開[ひら]いたわよ。	
V0000332884	彼女は合理的な考え方をする人です。	合理的	彼女[かのじょ]は 合理的[ごうりてき]な 考[かんが]え 方[かた]をする 人[ひと]です。	
V0000332885	ポスターの位置が少しずれているよ。	ずれる	ポスターの 位置[いち]が 少[すこ]しずれているよ。	
V0000332886	彼は形式的な質問をしただけだった。	形式的	彼[かれ]は 形式的[けいしきてき]な 質問[しつもん]をしただけだった。	
V0000332887	彼の発明品はみな実用的だよ。	実用的	彼[かれ]の 発明品[はつめいひん]はみな 実用的[じつようてき]だよ。	
V0000332888	彼は言葉遣いが少し女性的だね。	女性的	彼[かれ]は 言葉遣[ことばづか]いが 少[すこ]し 女性的[じょせいてき]だね。	
V0000332889	この棚は水平になっていませんね。	水平	この 棚[たな]は 水平[すいへい]になっていませんね。	
V0000332890	水平線に太陽が沈んでいった。	水平線	水平線[すいへいせん]に 太陽[たいよう]が 沈[しず]んでいった。	
V0000332891	人間は高等な生物と言われている。	高等	人間[にんげん]は 高等[こうとう]な 生物[せいぶつ]と 言[い]われている。	
V0000332892	上等なワインを飲んだの。	上等	上等[じょうとう]なワインを 飲[の]んだの。	
V0000332893	彼の話はいつもオーバーです。	オーバー	彼[かれ]の 話[はなし]はいつもオーバーです。	
V0000332894	知り合いが急病で倒れた。	急病	知[し]り 合[あ]いが 急病[きゅうびょう]で 倒[たお]れた。	
V0000332895	彼は医学を学んでいます。	医学	彼[かれ]は 医学[いがく]を 学[まな]んでいます。	
V0000332896	彼はとても有名な科学者だ。	科学者	彼[かれ]はとても 有名[ゆうめい]な 科学者[かがくしゃ]だ。	
V0000332897	今日は3科目のテストを受けたよ。	科目	今日[きょう]は 3[さん] 科目[かもく]のテストを 受[う]けたよ。	
V0000332898	彼の得意な学科は数学です。	学科	彼[かれ]の 得意[とくい]な 学科[がっか]は 数学[すうがく]です。	
